id;province_id;city_id;city_name;pinyin;pinyin_first
56;3;130185;鹿泉市;lu'quan'shi;l'q's
57;3;130200;唐山市;tang'shan'shi;t's's
58;3;130202;路南区;lu'nan'qu;l'n'q
59;3;130203;路北区;lu'bei'qu;l'b'q
60;3;130204;古冶区;gu'ye'qu;g'y'q
61;3;130205;开平区;kai'ping'qu;k'p'q
62;3;130207;丰南区;feng'nan'qu;f'n'q
63;3;130208;丰润区;feng'run'qu;f'r'q
64;3;130209;曹妃甸区;cao'fei'dian'qu;c'f'd'q
65;3;130223;滦县;luan'xian;l'x
66;3;130224;滦南县;luan'nan'xian;l'n'x
67;3;130225;乐亭县;le'ting'xian;l't'x
68;3;130227;迁西县;qian'xi'xian;q'x'x
69;3;130229;玉田县;yu'tian'xian;y't'x
70;3;130281;遵化市;zun'hua'shi;z'h's
71;3;130283;迁安市;qian'an'shi;q'a's
72;3;130300;秦皇岛市;qin'huang'dao'shi;q'h'd's
73;3;130302;海港区;hai'gang'qu;h'g'q
74;3;130303;山海关区;shan'hai'guan'qu;s'h'g'q
75;3;130304;北戴河区;bei'dai'he'qu;b'd'h'q
76;3;130321;青龙满族自治县;qing'long'man'zu'zi'zhi'xian;q'l'm'z'z'z'x
77;3;130322;昌黎县;chang'li'xian;c'l'x
78;3;130323;抚宁县;fu'ning'xian;f'n'x
79;3;130324;卢龙县;lu'long'xian;l'l'x
80;3;130400;邯郸市;han'dan'shi;h'd's
81;3;130402;邯山区;han'shan'qu;h's'q
82;3;130403;丛台区;cong'tai'qu;c't'q
83;3;130404;复兴区;fu'xing'qu;f'x'q
84;3;130406;峰峰矿区;feng'feng'kuang'qu;f'f'k'q
85;3;130421;邯郸县;han'dan'xian;h'd'x
86;3;130423;临漳县;lin'zhang'xian;l'z'x
87;3;130424;成安县;cheng'an'xian;c'a'x
88;3;130425;大名县;da'ming'xian;d'm'x
89;3;130426;涉县;she'xian;s'x
90;3;130427;磁县;ci'xian;c'x
91;3;130428;肥乡县;fei'xiang'xian;f'x'x
92;3;130429;永年县;yong'nian'xian;y'n'x
93;3;130430;邱县;qiu'xian;q'x
94;3;130431;鸡泽县;ji'ze'xian;j'z'x
95;3;130432;广平县;guang'ping'xian;g'p'x
96;3;130433;馆陶县;guan'tao'xian;g't'x
97;3;130434;魏县;wei'xian;w'x
98;3;130435;曲周县;qu'zhou'xian;q'z'x
99;3;130481;武安市;wu'an'shi;w'a's
100;3;130500;邢台市;xing'tai'shi;x't's
101;3;130502;桥东区;qiao'dong'qu;q'd'q
102;3;130503;桥西区;qiao'xi'qu;q'x'q
103;3;130521;邢台县;xing'tai'xian;x't'x
104;3;130522;临城县;lin'cheng'xian;l'c'x
105;3;130523;内丘县;nei'qiu'xian;n'q'x
106;3;130524;柏乡县;bai'xiang'xian;b'x'x
107;3;130525;隆尧县;long'yao'xian;l'y'x
108;3;130526;任县;ren'xian;r'x
109;3;130527;南和县;nan'he'xian;n'h'x
110;3;130528;宁晋县;ning'jin'xian;n'j'x
111;3;130529;巨鹿县;ju'lu'xian;j'l'x
112;3;130530;新河县;xin'he'xian;x'h'x
113;3;130531;广宗县;guang'zong'xian;g'z'x
114;3;130532;平乡县;ping'xiang'xian;p'x'x
115;3;130533;威县;wei'xian;w'x
116;3;130534;清河县;qing'he'xian;q'h'x
117;3;130535;临西县;lin'xi'xian;l'x'x
118;3;130581;南宫市;nan'gong'shi;n'g's
119;3;130582;沙河市;sha'he'shi;s'h's
120;3;130600;保定市;bao'ding'shi;b'd's
121;3;130602;新市区;xin'shi'qu;x's'q
122;3;130603;北市区;bei'shi'qu;b's'q
123;3;130604;南市区;nan'shi'qu;n's'q
124;3;130621;满城县;man'cheng'xian;m'c'x
125;3;130622;清苑县;qing'yuan'xian;q'y'x
126;3;130623;涞水县;lai'shui'xian;l's'x
127;3;130624;阜平县;fu'ping'xian;f'p'x
128;3;130625;徐水县;xu'shui'xian;x's'x
129;3;130626;定兴县;ding'xing'xian;d'x'x
130;3;130627;唐县;tang'xian;t'x
131;3;130628;高阳县;gao'yang'xian;g'y'x
132;3;130629;容城县;rong'cheng'xian;r'c'x
133;3;130630;涞源县;lai'yuan'xian;l'y'x
134;3;130631;望都县;wang'dou'xian;w'd'x
135;3;130632;安新县;an'xin'xian;a'x'x
136;3;130633;易县;yi'xian;y'x
137;3;130634;曲阳县;qu'yang'xian;q'y'x
138;3;130635;蠡县;li'xian;l'x
139;3;130636;顺平县;shun'ping'xian;s'p'x
140;3;130637;博野县;bo'ye'xian;b'y'x
141;3;130638;雄县;xiong'xian;x'x
142;3;130681;涿州市;zhuo'zhou'shi;z'z's
143;3;130682;定州市;ding'zhou'shi;d'z's
144;3;130683;安国市;an'guo'shi;a'g's
145;3;130684;高碑店市;gao'bei'dian'shi;g'b'd's
146;3;130700;张家口市;zhang'jia'kou'shi;z'j'k's
147;3;130702;桥东区;qiao'dong'qu;q'd'q
148;3;130703;桥西区;qiao'xi'qu;q'x'q
149;3;130705;宣化区;xuan'hua'qu;x'h'q
150;3;130706;下花园区;xia'hua'yuan'qu;x'h'y'q
151;3;130721;宣化县;xuan'hua'xian;x'h'x
152;3;130722;张北县;zhang'bei'xian;z'b'x
153;3;130723;康保县;kang'bao'xian;k'b'x
154;3;130724;沽源县;gu'yuan'xian;g'y'x
155;3;130725;尚义县;shang'yi'xian;s'y'x
156;3;130726;蔚县;wei'xian;w'x
157;3;130727;阳原县;yang'yuan'xian;y'y'x
158;3;130728;怀安县;huai'an'xian;h'a'x
159;3;130729;万全县;wan'quan'xian;w'q'x
160;3;130730;怀来县;huai'lai'xian;h'l'x
161;3;130731;涿鹿县;zhuo'lu'xian;z'l'x
162;3;130732;赤城县;chi'cheng'xian;c'c'x
163;3;130733;崇礼县;chong'li'xian;c'l'x
164;3;130800;承德市;cheng'de'shi;c'd's
165;3;130802;双桥区;shuang'qiao'qu;s'q'q
166;3;130803;双滦区;shuang'luan'qu;s'l'q
167;3;130804;鹰手营子矿区;ying'shou'ying'zi'kuang'qu;y's'y'z'k'q
168;3;130821;承德县;cheng'de'xian;c'd'x
169;3;130822;兴隆县;xing'long'xian;x'l'x
170;3;130823;平泉县;ping'quan'xian;p'q'x
171;3;130824;滦平县;luan'ping'xian;l'p'x
172;3;130825;隆化县;long'hua'xian;l'h'x
173;3;130826;丰宁满族自治县;feng'ning'man'zu'zi'zhi'xian;f'n'm'z'z'z'x
174;3;130827;宽城满族自治县;kuan'cheng'man'zu'zi'zhi'xian;k'c'm'z'z'z'x
175;3;130828;围场满族蒙古族自治县;wei'chang'man'zu'meng'gu'zu'zi'zhi'xian;w'c'm'z'm'g'z'z'z'x
176;3;130900;沧州市;cang'zhou'shi;c'z's
177;3;130902;新华区;xin'hua'qu;x'h'q
178;3;130903;运河区;yun'he'qu;y'h'q
179;3;130921;沧县;cang'xian;c'x
180;3;130922;青县;qing'xian;q'x
181;3;130923;东光县;dong'guang'xian;d'g'x
182;3;130924;海兴县;hai'xing'xian;h'x'x
183;3;130925;盐山县;yan'shan'xian;y's'x
184;3;130926;肃宁县;su'ning'xian;s'n'x
185;3;130927;南皮县;nan'pi'xian;n'p'x
186;3;130928;吴桥县;wu'qiao'xian;w'q'x
187;3;130929;献县;xian'xian;x'x
188;3;130930;孟村回族自治县;meng'cun'hui'zu'zi'zhi'xian;m'c'h'z'z'z'x
189;3;130981;泊头市;po'tou'shi;p't's
190;3;130982;任丘市;ren'qiu'shi;r'q's
191;3;130983;黄骅市;huang'hua'shi;h'h's
192;3;130984;河间市;he'jian'shi;h'j's
193;3;131000;廊坊市;lang'fang'shi;l'f's
194;3;131002;安次区;an'ci'qu;a'c'q
195;3;131003;广阳区;guang'yang'qu;g'y'q
196;3;131022;固安县;gu'an'xian;g'a'x
197;3;131023;永清县;yong'qing'xian;y'q'x
198;3;131024;香河县;xiang'he'xian;x'h'x
199;3;131025;大城县;da'cheng'xian;d'c'x
200;3;131026;文安县;wen'an'xian;w'a'x
201;3;131028;大厂回族自治县;da'chang'hui'zu'zi'zhi'xian;d'c'h'z'z'z'x
202;3;131081;霸州市;ba'zhou'shi;b'z's
203;3;131082;三河市;san'he'shi;s'h's
204;3;131100;衡水市;heng'shui'shi;h's's
205;3;131102;桃城区;tao'cheng'qu;t'c'q
206;3;131121;枣强县;zao'qiang'xian;z'q'x
207;3;131122;武邑县;wu'yi'xian;w'y'x
208;3;131123;武强县;wu'qiang'xian;w'q'x
209;3;131124;饶阳县;rao'yang'xian;r'y'x
210;3;131125;安平县;an'ping'xian;a'p'x
211;3;131126;故城县;gu'cheng'xian;g'c'x
212;3;131127;景县;jing'xian;j'x
213;3;131128;阜城县;fu'cheng'xian;f'c'x
214;3;131181;冀州市;ji'zhou'shi;j'z's
215;3;131182;深州市;shen'zhou'shi;s'z's
216;4;140100;太原市;tai'yuan'shi;t'y's
217;4;140105;小店区;xiao'dian'qu;x'd'q
218;4;140106;迎泽区;ying'ze'qu;y'z'q
219;4;140107;杏花岭区;xing'hua'ling'qu;x'h'l'q
220;4;140108;尖草坪区;jian'cao'ping'qu;j'c'p'q
221;4;140109;万柏林区;wan'bai'lin'qu;w'b'l'q
222;4;140110;晋源区;jin'yuan'qu;j'y'q
223;4;140121;清徐县;qing'xu'xian;q'x'x
224;4;140122;阳曲县;yang'qu'xian;y'q'x
225;4;140123;娄烦县;lou'fan'xian;l'f'x
226;4;140181;古交市;gu'jiao'shi;g'j's
227;4;140200;大同市;da'tong'shi;d't's
228;4;140203;矿区;kuang'qu;k'q
229;4;140211;南郊区;nan'jiao'qu;n'j'q
230;4;140212;新荣区;xin'rong'qu;x'r'q
231;4;140221;阳高县;yang'gao'xian;y'g'x
232;4;140222;天镇县;tian'zhen'xian;t'z'x
233;4;140223;广灵县;guang'ling'xian;g'l'x
234;4;140224;灵丘县;ling'qiu'xian;l'q'x
235;4;140225;浑源县;hun'yuan'xian;h'y'x
236;4;140226;左云县;zuo'yun'xian;z'y'x
237;4;140227;大同县;da'tong'xian;d't'x
238;4;140300;阳泉市;yang'quan'shi;y'q's
239;4;140303;矿区;kuang'qu;k'q
240;4;140311;郊区;jiao'qu;j'q
241;4;140321;平定县;ping'ding'xian;p'd'x
242;4;140322;盂县;yu'xian;y'x
243;4;140400;长治市;zhang'zhi'shi;z'z's
244;4;140411;郊区;jiao'qu;j'q
245;4;140421;长治县;zhang'zhi'xian;z'z'x
246;4;140423;襄垣县;xiang'yuan'xian;x'y'x
247;4;140424;屯留县;tun'liu'xian;t'l'x
248;4;140425;平顺县;ping'shun'xian;p's'x
249;4;140426;黎城县;li'cheng'xian;l'c'x
250;4;140427;壶关县;hu'guan'xian;h'g'x
251;4;140428;长子县;zhang'zi'xian;z'z'x
252;4;140429;武乡县;wu'xiang'xian;w'x'x
253;4;140430;沁县;qin'xian;q'x
254;4;140431;沁源县;qin'yuan'xian;q'y'x
255;4;140481;潞城市;lu'cheng'shi;l'c's
256;4;140500;晋城市;jin'cheng'shi;j'c's
257;4;140501;晋城市市辖区;jin'cheng'shi'shi'xia'qu;j'c's's'x'q
258;4;140521;沁水县;qin'shui'xian;q's'x
259;4;140522;阳城县;yang'cheng'xian;y'c'x
260;4;140524;陵川县;ling'chuan'xian;l'c'x
261;4;140525;泽州县;ze'zhou'xian;z'z'x
262;4;140581;高平市;gao'ping'shi;g'p's
263;4;140600;朔州市;shuo'zhou'shi;s'z's
264;4;140602;朔城区;shuo'cheng'qu;s'c'q
265;4;140603;平鲁区;ping'lu'qu;p'l'q
266;4;140621;山阴县;shan'yin'xian;s'y'x
267;4;140622;应县;ying'xian;y'x
268;4;140623;右玉县;you'yu'xian;y'y'x
269;4;140624;怀仁县;huai'ren'xian;h'r'x
270;4;140700;晋中市;jin'zhong'shi;j'z's
271;4;140702;榆次区;yu'ci'qu;y'c'q
272;4;140721;榆社县;yu'she'xian;y's'x
273;4;140722;左权县;zuo'quan'xian;z'q'x
274;4;140723;和顺县;he'shun'xian;h's'x
275;4;140724;昔阳县;xi'yang'xian;x'y'x
276;4;140725;寿阳县;shou'yang'xian;s'y'x
277;4;140726;太谷县;tai'gu'xian;t'g'x
278;4;140727;祁县;qi'xian;q'x
279;4;140728;平遥县;ping'yao'xian;p'y'x
280;4;140729;灵石县;ling'shi'xian;l's'x
281;4;140781;介休市;jie'xiu'shi;j'x's
282;4;140800;运城市;yun'cheng'shi;y'c's
283;4;140802;盐湖区;yan'hu'qu;y'h'q
284;4;140821;临猗县;lin'yi'xian;l'y'x
285;4;140822;万荣县;wan'rong'xian;w'r'x
286;4;140823;闻喜县;wen'xi'xian;w'x'x
287;4;140824;稷山县;ji'shan'xian;j's'x
288;4;140825;新绛县;xin'jiang'xian;x'j'x
289;4;140826;绛县;jiang'xian;j'x
290;4;140827;垣曲县;yuan'qu'xian;y'q'x
291;4;140828;夏县;xia'xian;x'x
292;4;140829;平陆县;ping'lu'xian;p'l'x
293;4;140830;芮城县;rui'cheng'xian;r'c'x
294;4;140881;永济市;yong'ji'shi;y'j's
295;4;140882;河津市;he'jin'shi;h'j's
296;4;140900;忻州市;xin'zhou'shi;x'z's
297;4;140902;忻府区;xin'fu'qu;x'f'q
298;4;140921;定襄县;ding'xiang'xian;d'x'x
299;4;140922;五台县;wu'tai'xian;w't'x
300;4;140923;代县;dai'xian;d'x
301;4;140924;繁峙县;fan'zhi'xian;f'z'x
302;4;140925;宁武县;ning'wu'xian;n'w'x
303;4;140926;静乐县;jing'le'xian;j'l'x
304;4;140927;神池县;shen'chi'xian;s'c'x
305;4;140928;五寨县;wu'zhai'xian;w'z'x
306;4;140929;岢岚县;ke'lan'xian;k'l'x
307;4;140930;河曲县;he'qu'xian;h'q'x
308;4;140931;保德县;bao'de'xian;b'd'x
309;4;140932;偏关县;pian'guan'xian;p'g'x
310;4;140981;原平市;yuan'ping'shi;y'p's
311;4;141000;临汾市;lin'fen'shi;l'f's
312;4;141002;尧都区;yao'dou'qu;y'd'q
313;4;141021;曲沃县;qu'wo'xian;q'w'x
314;4;141022;翼城县;yi'cheng'xian;y'c'x
315;4;141023;襄汾县;xiang'fen'xian;x'f'x
316;4;141024;洪洞县;hong'dong'xian;h'd'x
317;4;141025;古县;gu'xian;g'x
318;4;141026;安泽县;an'ze'xian;a'z'x
319;4;141027;浮山县;fu'shan'xian;f's'x
320;4;141028;吉县;ji'xian;j'x
321;4;141029;乡宁县;xiang'ning'xian;x'n'x
322;4;141030;大宁县;da'ning'xian;d'n'x
323;4;141031;隰县;xi'xian;x'x
324;4;141032;永和县;yong'he'xian;y'h'x
325;4;141033;蒲县;pu'xian;p'x
326;4;141034;汾西县;fen'xi'xian;f'x'x
327;4;141081;侯马市;hou'ma'shi;h'm's
328;4;141082;霍州市;huo'zhou'shi;h'z's
329;4;141100;吕梁市;lv'liang'shi;l'l's
330;4;141102;离石区;li'shi'qu;l's'q
331;4;141121;文水县;wen'shui'xian;w's'x
332;4;141122;交城县;jiao'cheng'xian;j'c'x
333;4;141123;兴县;xing'xian;x'x
334;4;141124;临县;lin'xian;l'x
335;4;141125;柳林县;liu'lin'xian;l'l'x
336;4;141126;石楼县;shi'lou'xian;s'l'x
337;4;141127;岚县;lan'xian;l'x
338;4;141128;方山县;fang'shan'xian;f's'x
339;4;141129;中阳县;zhong'yang'xian;z'y'x
340;4;141130;交口县;jiao'kou'xian;j'k'x
341;4;141181;孝义市;xiao'yi'shi;x'y's
342;4;141182;汾阳市;fen'yang'shi;f'y's
343;5;150100;呼和浩特市;hu'he'hao'te'shi;h'h'h't's
344;5;150102;新城区;xin'cheng'qu;x'c'q
345;5;150103;回民区;hui'min'qu;h'm'q
346;5;150104;玉泉区;yu'quan'qu;y'q'q
